No,기능유형,난이도,수정내용,수정여부,업무 구분 (대분류),업무 구분 (소분류),업무 구분 (중분류),요구사항 내용,요구사항명,중요도
383,기능,중,,No,모임상세페이지,성능,우리일정,월별 일정 데이터를 효율적으로 로드,일정 데이터 로드,높음
384,기능,중,,No,모임상세페이지,성능,우리일정,월 이동 시 새로고침 없이 빠르게 전환,월 이동 속도,높음
385,데이터,중,,No,모임상세페이지,성능,우리일정,일정 데이터 캐싱으로 로딩 속도 개선,일정 데이터 캐싱,높음
386,UI / UX,중,,No,모임상세페이지,오류처리,우리일정,일정 데이터 로드 실패 시 404 페이지,일정 로드 실패,높음
387,UI / UX,중,,No,모임상세페이지,오류처리,우리일정,월 이동 중 오류 발생 시 처리 방안 - 디버깅 예상 분류 필요,월 이동 오류,높음
388,UI / UX,중,,No,모임상세페이지,오류처리,우리일정,네트워크 오류 시 404 페이지,네트워크 오류,높음
389,UI / UX,중,,No,계상세페이지,그래프섹션,우리이력,우리 이력 페이지 최상단에 금액 그래프 섹션 표시,그래프 섹션 표시,필수
390,UI / UX,중,,No,계상세페이지,그래프섹션,우리이력,그래프 가로축을 'x월 x주차' 형식으로 표시,그래프 가로축 표시,필수
391,UI / UX,중,,No,계상세페이지,그래프섹션,우리이력,그래프 세로축을 '금액'으로 표시,그래프 세로축 표시,필수
392,UI / UX,높음,,No,계상세페이지,그래프섹션,우리이력,선 그래프로 각 주차별 현재 잔액 표시,선 그래프 표시,필수
393,UI / UX,높음,,No,계상세페이지,그래프섹션,우리이력,막대 그래프로 각 주차별 사용 금액 합산 표시,막대 그래프 표시,필수
394,UI / UX,높음,,No,계상세페이지,그래프섹션,우리이력,선 그래프와 막대 그래프를 동시에 표시,복합 그래프 표시,필수
395,데이터,중,,No,계상세페이지,그래프섹션,우리이력,같은 주에 여러 모임이 있을 경우 금액 합산하여 표시,주차별 사용 금액 합산,필수
396,UI / UX,중,,No,계상세페이지,이력카드,우리이력,그래프 아래에 얇고 긴 카드 형식의 이력 기록 표시,이력 카드 레이아웃,필수
397,UI / UX,중,,No,계상세페이지,이력카드,우리이력,각 이력 카드의 좌측에 일어난 일에 해당하는 아이콘 표시 (구분되도록),이력 카드 좌측 아이콘,필수
398,UI / UX,중,,No,계상세페이지,이력카드,우리이력,각 이벤트 타입별로 구분되는 특정 색깔로 표시,이벤트별 아이콘 색상 구분,필수
399,UI / UX,낮음,,No,계상세페이지,이력카드,우리이력,각 이력 카드에 일어난 날짜 표시,이력 카드 날짜 표시,필수
400,UI / UX,낮음,,No,계상세페이지,이력카드,우리이력,"이력 카드에 ""ooo님이 탈퇴했습니다""/ ""가입했습니다"" 등 텍스트 표시",이력 카드 텍스트,필수
401,데이터,낮음,,No,계상세페이지,이력카드,우리이력,이력 카드를 최신순으로 정렬하여 표시,이력 카드 정렬 순서,필수
402,UI / UX,중,,No,계상세페이지,이력카드,우리이력,이력 카드 목록을 스크롤 또는 무한 로드로 표시,이력 카드 스크롤,필수
403,UI / UX,중,,No,계상세페이지,모임진행,우리이력,모임 진행 이력 카드 우측에 아코디언 표시 버튼,모임 진행 아코디언 버튼,필수
404,UI / UX,중,,No,계상세페이지,모임진행,우리이력,아코디언 클릭 시 그 날의 금액 사용 기록 모두 표시,모임 진행 상세 정보 표시,필수
405,UI / UX,낮음,,No,계상세페이지,모임진행,우리이력,"모임 진행 상세 정보에 ""몇시 몇분에"" 출금했는지 표시",출금 시간 표시,필수
406,UI / UX,낮음,,No,계상세페이지,모임진행,우리이력,"모임 진행 상세 정보에 ""얼마를"" 출금했는지 표시",출금 금액 표시,필수
407,데이터,중,,No,계상세페이지,모임진행,우리이력,같은 날에 여러 번 출금이 있을 경우 모두 표시,날짜별 금액 사용 기록,필수
408,UI / UX,중,,No,계상세페이지,회비납입,우리이력,xx차 회비가 납입되었습니다 이력 표시,회비 납입 이력 표시,필수
409,UI / UX,중,,No,계상세페이지,회비납입,우리이력,회비 납입 이력 카드 우측에 아코디언 표시 버튼 (선택사항),회비 납입 아코디언 버튼,필수
410,UI / UX,높음,,No,계상세페이지,회비납입,우리이력,아코디언 클릭 시 납입/연체/미납 비율을 나타내는 다이어그램 표시 (선택사항),납입 상황 다이어그램 표시,필수
411,UI / UX,낮음,,No,계상세페이지,회비납입,우리이력,다이어그램 아래에 '납입'/ '미납' 분류 제목 표시 (선택사항),납입 상황 분류 제목,필수
412,UI / UX,중,,No,계상세페이지,회비납입,우리이력,납입' 분류 아래에 납입한 사람들의 프로필 사진 표시 (선택사항),납입자 프로필 표시,필수
413,UI / UX,중,,No,계상세페이지,회비납입,우리이력,미납' 분류 아래에 미납한 사람들의 프로필 표시 (선택사항),미납자 프로필 표시,필수
414,UI / UX,중,,No,계상세페이지,회비납입,우리이력,미납이 1~3회 이하인 경우 프로필 사진 대신 익명 아이콘 표시 (선택사항),연체/미납 익명 처리 (1-3회),필수
415,UI / UX,중,,No,계상세페이지,회비납입,우리이력,미납이 4회 이상인 경우 실제 사람의 프로필 사진으로 표시 (선택사항),연체/미납 공개 처리 (4회 이상),필수
416,UI / UX,중,,No,계상세페이지,회비납입,우리이력,프로필 사진 또는 익명 아이콘에 연체/미납 여부를 구분할 수 있도록 표시 (선택사항),연체/미납 구분 표시,필수
417,UI / UX,중,,No,계상세페이지,반응형,우리이력,그래프와 이력 카드 최적 레이아웃 표시,반응형 레이아웃,필수
418,기능,높음,,No,계상세페이지,성능,우리이력,그래프 데이터 로딩 시간 최적화,그래프 데이터 로딩,중
419,기능,높음,,No,계상세페이지,성능,우리이력,이력 카드 무한 스크롤 시 성능 최적화,이력 무한 스크롤 성능,중
420,데이터,중,,No,계상세페이지,성능,우리이력,이력 데이터 캐싱하여 로딩 성능 개선,이력 데이터 캐싱,중
421,UI / UX,중,,No,계상세페이지,에러처리,우리이력,그래프 데이터 로드 실패 시 404 페이지,그래프 데이터 로드 실패,필수
422,UI / UX,중,,No,계상세페이지,에러처리,우리이력,이력 데이터 로드 실패 시 404 페이지,이력 데이터 로드 실패,필수
423,UI / UX,중,,No,계상세페이지,에러처리,우리이력,네트워크 오류 발생 시 재시도 옵션 제공,네트워크 오류 처리,필수
424,UI / UX,중,,No,계상세페이지,헤더버튼,우리모임,우리 모임 섹션 우측 상단에 '모임 생성하기' 버튼 표시 (계주만 노출),모임 생성하기 버튼 표시,필수
425,UI / UX,중,,No,계상세페이지,헤더버튼,우리모임,우리 모임 섹션 우측 상단에 '출금 신청하기' 버튼 표시 (계주만 노출),출금 신청하기 버튼 표시,필수
426,기능,중,,No,계상세페이지,헤더버튼,우리모임,계주가 아닌 사용자에게는 버튼 비표시,버튼 권한 체크,필수
427,기능,중,,No,계상세페이지,헤더버튼,우리모임,모임 생성하기' 버튼 클릭 시 모임 생성 페이지로 이동,모임 생성하기 클릭,필수
428,기능,중,,No,계상세페이지,헤더버튼,우리모임,출금 신청하기' 버튼 클릭 시 출금 신청 페이지로 이동,출금 신청하기 클릭,필수
429,UI / UX,중,,No,계상세페이지,모임카드,우리모임,계주가 생성한 모임을 카드 형식으로 표시,모임 카드 레이아웃,필수
430,UI / UX,중,,No,계상세페이지,모임카드,우리모임,모임 카드에 모임명/ 날짜/ 시간/ 장소 등 정보 표시,모임 정보 표시,필수
431,UI / UX,중,,No,계상세페이지,모임카드,우리모임,모임 카드에 참가/불참/미응답 회원수 표시,참가자 현황 표시,필수
432,UI / UX,중,,No,계상세페이지,모임상세,우리모임,참가자 목록에 각 사람의 프로필 사진 및 이름 표시,참가자 프로필 표시,필수
433,UI / UX,중,,No,계상세페이지,모임상세,우리모임,불참자 목록에 각 사람의 프로필 사진 및 이름 표시,불참자 프로필 표시,필수
434,UI / UX,중,,No,계상세페이지,모임상세,우리모임,미응답자 목록에 각 사람의 프로필 사진 및 이름 표시,미응답자 프로필 표시,필수
435,UI / UX,중,,No,계상세페이지,모임응답,우리모임,계원이 모임 카드에서 '참가' 버튼으로 응답 가능,모임 참가 버튼,필수
436,UI / UX,중,,No,계상세페이지,모임응답,우리모임,계원이 모임 카드에서 '불참' 버튼으로 응답 가능,모임 불참 버튼,필수
437,데이터,중,,No,계상세페이지,모임응답,우리모임,계원의 참가/불참 응답 저장,응답 상태 저장,필수
438,UI / UX,중,,No,계상세페이지,출금카드,우리모임,계주가 신청한 출금을 카드 형식으로 표시,출금 신청 카드 표시,필수
439,UI / UX,중,,No,계상세페이지,출금카드,우리모임,출금 카드에 '금액' 정보 표시,출금 금액 표시,필수
440,UI / UX,중,,No,계상세페이지,출금카드,우리모임,출금 카드에 '목적' 정보 표시,출금 목적 표시,필수
441,UI / UX,낮음,,No,계상세페이지,출금카드,우리모임,출금 카드에 신청 날짜 및 시간 표시,출금 신청 시간 표시,필수
442,UI / UX,중,,No,계상세페이지,출금응답,우리모임,계원이 출금 카드에서 '승인' 버튼으로 응답 가능,출금 승인 버튼,필수
443,UI / UX,중,,No,계상세페이지,출금응답,우리모임,계원이 출금 카드에서 '거절' 버튼으로 응답 가능,출금 거절 버튼,필수
444,데이터,중,,No,계상세페이지,출금응답,우리모임,계원의 승인/거절 응답 저장,출금 응답 저장,필수
445,기능,중,,No,계상세페이지,출금상세,우리모임,출금 카드 클릭 시 출금 상세 정보 표시,출금 카드 클릭,필수
446,UI / UX,중,,No,계상세페이지,출금상세,우리모임,출금 상세 정보에 승인한 인원 목록 표시,승인자 목록 표시,필수
447,UI / UX,중,,No,계상세페이지,출금상세,우리모임,출금 상세 정보에 거절한 인원 목록 표시,거절자 목록 표시,필수
448,UI / UX,중,,No,계상세페이지,출금상세,우리모임,출금 상세 정보에 응답하지 않은 인원 목록 표시,미응답자 목록 표시,필수
449,UI / UX,중,,No,계상세페이지,출금상세,우리모임,승인/거절/미응답 각 항목의 인원 수 표시,인원 수 집계,필수
450,데이터,중,,No,계상세페이지,출금승인,우리모임,과반 수 이상의 승인 여부 판단,과반 수 계산,필수
451,기능,높음,,No,계상세페이지,출금승인,우리모임,과반 수 이상이 승인한 경우 바코드 생성,바코드 생성 조건,필수
452,UI / UX,중,,No,계상세페이지,출금승인,우리모임,출금 신청 카드 아래에 바코드 표시,바코드 생성 위치,필수
453,UI / UX,중,,No,계상세페이지,출금승인,우리모임,바코드에 출금 신청 금액 표시,바코드 금액 표시,필수
454,데이터,중,,No,계상세페이지,출금승인,우리모임,바코드가 이미 사용되었는지 여부 표시,바코드 사용 여부,필수
455,기능,중,,No,계상세페이지,출금승인,우리모임,바코드를 클립보드에 복사 가능,바코드 복사 기능,중
456,데이터,낮음,,No,계상세페이지,정렬,우리모임,모임 목록을 최신순으로 정렬,모임 최신순 정렬,필수
457,데이터,낮음,,No,계상세페이지,정렬,우리모임,출금 목록을 최신순으로 정렬,출금 최신순 정렬,필수
458,기능,중,,No,계상세페이지,스크롤,우리모임,모임 및 출금 목록 무한 스크롤 또는 페이지네이션,모임/출금 무한 스크롤,필수
459,UI / UX,중,,No,계상세페이지,반응형,우리모임,모임/출금 카드 최적 레이아웃 표시,레이아웃,필수
460,데이터,중,,No,계상세페이지,성능,우리모임,모임 데이터 캐싱하여 로딩 성능 개선,모임 데이터 캐싱,중
461,데이터,중,,No,계상세페이지,성능,우리모임,출금 데이터 캐싱하여 로딩 성능 개선,출금 데이터 캐싱,중
462,기능,중,,No,계상세페이지,성능,우리모임,무한 스크롤 시 성능 최적화,무한 스크롤 성능 최적화,중
463,UI / UX,중,,No,계상세페이지,에러처리,우리모임,모임 데이터 로드 실패 시 404 페이지,모임 데이터 로드 실패,필수
464,UI / UX,중,,No,계상세페이지,에러처리,우리모임,출금 데이터 로드 실패 시 404 페이지,출금 데이터 로드 실패,필수
465,UI / UX,중,,No,계상세페이지,에러처리,우리모임,모임/출금 응답 저장 실패 시 404 페이지,응답 저장 실패,필수
466,UI / UX,중,,No,계상세페이지,에러처리,우리모임,바코드 생성 실패 시 404 페이지,바코드 생성 실패,필수
467,UI / UX,중,,No,계상세페이지,에러처리,우리모임,네트워크 오류 발생 시 재시도 옵션 제공,네트워크 오류 처리,필수
468,ㅡㅡ,ㅡㅡ,,No,ㅡㅡ,ㅡㅡ,ㅡㅡ,ㅡㅡ,ㅡㅡ,ㅡㅡ
469,UI / UX,낮음,,No,계상세페이지,섹션구조,우리승인,우리 승인 섹션에 가입 신청과 멤버 추방 요청 표시,우리 승인 섹션 표시,필수
470,기능,중,,No,계상세페이지,섹션구조,우리승인,모든 계원이 추방 요청 목록 확인 가능,전체 멤버 확인 권한,필수
471,기능,중,,No,계상세페이지,섹션구조,우리승인,계주만 가입 신청 목록 확인 가능,계주 확인 권한,필수
472,UI / UX,중,,No,계상세페이지,가입신청,우리승인,계에 가입을 신청한 인원을 카드 형식으로 표시,가입 신청 카드 표시,필수
473,UI / UX,중,,No,계상세페이지,가입신청,우리승인,가입 신청 카드에 신청자의 프로필 사진 및 이름/ 점수 표시,신청자 프로필 표시,필수
474,UI / UX,낮음,,No,계상세페이지,가입신청,우리승인,가입 신청 카드에 신청 날짜 및 시간 표시,신청 시간 표시,필수
475,UI / UX,중,,No,계상세페이지,가입승인,우리승인,가입 신청 카드에 '승인' 버튼 표시 (계주만 노출),가입 승인 버튼 표시,필수
476,UI / UX,중,,No,계상세페이지,가입승인,우리승인,가입 신청 카드에 '거절' 버튼 표시 (계주만 노출),가입 거절 버튼 표시,필수
477,데이터,높음,,No,계상세페이지,가입승인,우리승인,계주가 '승인' 클릭 시 해당 인원을 계원으로 추가,가입 승인 처리,필수
478,데이터,높음,,No,계상세페이지,가입승인,우리승인,계주가 '거절' 클릭 시 신청 거절 처리,가입 거절 처리,필수
479,UI / UX,중,,No,계상세페이지,가입승인,우리승인,승인/거절 클릭 시 확인 팝업 표시,승인/거절 확인 팝업,필수
480,UI / UX,중,,No,계상세페이지,추방요청,우리승인,계주가 멤버 추방 요청한 인원을 카드 형식으로 표시,추방 요청 카드 표시,필수
481,UI / UX,중,,No,계상세페이지,추방요청,우리승인,추방 요청 카드에 추방 대상자의 프로필 사진 및 이름/ 점수 표시,추방 대상 표시,필수
482,UI / UX,중,,No,계상세페이지,추방요청,우리승인,추방 요청 카드에 계주가 입력한 추방 사유 표시,추방 사유 표시,필수
483,UI / UX,낮음,,No,계상세페이지,추방요청,우리승인,추방 요청 카드에 요청 날짜 및 시간 표시,추방 요청 시간 표시,필수
484,UI / UX,중,,No,계상세페이지,추방동의,우리승인,추방 요청 카드에 '동의' 버튼 표시 (전체 계원 노출),추방 동의 버튼 표시,필수
485,UI / UX,중,,No,계상세페이지,추방동의,우리승인,추방 요청 카드에 '비동의' 버튼 표시 (전체 계원 노출),추방 비동의 버튼 표시,필수
486,데이터,중,,No,계상세페이지,추방동의,우리승인,계원이 '동의' 클릭 시 동의 의사 저장,추방 동의 처리,필수
487,데이터,중,,No,계상세페이지,추방동의,우리승인,계원이 '비동의' 클릭 시 비동의 의사 저장,추방 비동의 처리,필수
488,기능,중,,No,계상세페이지,추방동의,우리승인,계원이 동의/비동의 선택 후 변경 가능,동의/비동의 변경,필수
489,UI / UX,중,,No,계상세페이지,추방동의,우리승인,동의/비동의 클릭 시 확인 팝업 표시,동의/비동의 확인 팝업,필수
490,UI / UX,중,,No,계상세페이지,추방상세,우리승인,추방 상세 정보에 동의한 인원 목록 표시,동의자 목록 표시,필수
491,UI / UX,중,,No,계상세페이지,추방상세,우리승인,추방 상세 정보에 비동의한 인원 목록 표시,비동의자 목록 표시,필수
492,UI / UX,중,,No,계상세페이지,추방상세,우리승인,추방 상세 정보에 응답하지 않은 인원 목록 표시,미응답자 목록 표시,필수
493,UI / UX,중,,No,계상세페이지,추방상세,우리승인,동의/비동의/미응답 각 항목의 인원 수 표시,인원 수 집계,필수
494,데이터,높음,,No,계상세페이지,추방처리,우리승인,과반 수 이상의 동의 시 추방 처리 (구체적인 기준 확인 필요),추방 결정 기준,필수
495,데이터,높음,,No,계상세페이지,추방처리,우리승인,추방 결정 후 해당 인원을 계에서 제거,추방 처리 완료,필수
496,데이터,낮음,,No,계상세페이지,정렬,우리승인,가입 신청 목록을 신청순으로 정렬,가입 신청 최신순 정렬,필수
497,기능,중,,No,계상세페이지,스크롤,우리승인,가입 신청 및 추방 요청 목록 무한 스크롤 또는 페이지네이션,가입/추방 무한 스크롤,필수
498,UI / UX,중,,No,계상세페이지,반응형,우리승인,가입/추방 카드 최적 레이아웃 표시,반응형 레이아웃,필수
499,데이터,중,,No,계상세페이지,성능,우리승인,가입 신청 데이터 캐싱하여 로딩 성능 개선,가입 신청 데이터 캐싱,중
500,데이터,중,,No,계상세페이지,성능,우리승인,추방 요청 데이터 캐싱하여 로딩 성능 개선,추방 요청 데이터 캐싱,중
501,기능,중,,No,계상세페이지,성능,우리승인,무한 스크롤 시 성능 최적화,무한 스크롤 성능 최적화,중
502,UI / UX,중,,No,계상세페이지,에러처리,우리승인,가입 신청 데이터 로드 실패 시 404 페이지,가입 신청 데이터 로드 실패,필수
503,UI / UX,중,,No,계상세페이지,에러처리,우리승인,추방 요청 데이터 로드 실패 시 404 페이지,추방 요청 데이터 로드 실패,필수
504,UI / UX,중,,No,계상세페이지,에러처리,우리승인,가입 승인/거절 처리 실패 시 404 페이지,승인/거절 처리 실패,필수
505,UI / UX,중,,No,계상세페이지,에러처리,우리승인,추방 동의/비동의 처리 실패 시 404 페이지,동의/비동의 처리 실패,필수
506,UI / UX,중,,No,계상세페이지,에러처리,우리승인,추방 처리 실패 시 404 페이지,추방 처리 실패,필수
507,UI / UX,중,,No,계상세페이지,에러처리,우리승인,네트워크 오류 발생 시 재시도 옵션 제공,네트워크 오류 처리,필수
508,UI / UX,낮음,,No,계만들기,헤더,페이지구조,"계 만들기 페이지 상단에 ""계 만들기"" 제목 표시",페이지 헤더 표시,필수
509,UI / UX,중,,No,계만들기,폼,페이지구조,계 정보 입력을 위한 폼 레이아웃 표시,폼 레이아웃,필수
510,UI / UX,낮음,,No,계만들기,계이름,기본정보,계 이름 입력 필드 표시,계 이름 입력 필드,필수
511,UI / UX,낮음,,No,계만들기,계이름,기본정보,계 이름이 필수 입력 항목임을 표시,계 이름 필수 표시,필수
512,기능,중,,No,계만들기,계이름,기본정보,계 이름 입력 길이 제한 (예: 최대 50자),계 이름 길이 제한,필수
513,기능,중,,No,계만들기,계이름,기본정보,계 이름 입력 시 실시간 유효성 검사,계 이름 유효성 검사,필수
514,UI / UX,낮음,,No,계만들기,계설명,기본정보,계 설명 입력 필드 표시,계 설명 입력 필드,필수
515,UI / UX,낮음,,No,계만들기,계설명,기본정보,계 설명이 필수 입력 항목임을 표시,계 설명 필수 표시,필수
516,기능,중,,No,계만들기,계설명,기본정보,계 설명 입력 길이 제한 (예: 최대 500자),계 설명 길이 제한,필수
517,기능,중,,No,계만들기,계설명,기본정보,계 설명 입력 시 실시간 유효성 검사,계 설명 유효성 검사,필수
518,UI / UX,낮음,,No,계만들기,계설명,기본정보,계 설명 입력 시 현재 입력된 글자 수 표시,글자 수 카운트 표시,중
519,UI / UX,중,,No,계만들기,사진업로드,배너사진,배너 사진 업로드 필드 표시,배너 사진 업로드 필드,필수
520,UI / UX,낮음,,No,계만들기,사진업로드,배너사진,배너 사진이 선택사항임을 명시,선택사항 표시,필수
521,UI / UX,낮음,,No,계만들기,사진업로드,배너사진,사진 선택 버튼 또는 드래그 앤 드롭 영역 표시,사진 선택 버튼,필수
522,UI / UX,낮음,,No,계만들기,사진업로드,배너사진,지원하는 이미지 형식 안내 (예: JPG/ PNG),지원 파일 형식 안내,필수
523,UI / UX,낮음,,No,계만들기,사진업로드,배너사진,파일 크기 제한 안내 (예: 최대 5MB),파일 크기 제한 안내,필수
524,UI / UX,중,,No,계만들기,사진업로드,배너사진,선택한 사진 미리보기 표시,사진 미리보기,필수
525,UI / UX,낮음,,No,계만들기,사진업로드,배너사진,업로드한 사진 변경 가능,사진 변경 기능,필수
526,UI / UX,낮음,,No,계만들기,사진업로드,배너사진,업로드한 사진 제거 가능,사진 제거 기능,필수
527,데이터,중,,No,계만들기,기본사진,배너사진,배너 사진을 선택하지 않으면 기본 사진 자동 지정,사진 미선택 시 기본값,필수
528,UI / UX,낮음,,No,계만들기,기본사진,배너사진,사진을 선택하지 않으면 기본 사진이 사용됩니다 안내 표시,기본 사진 안내,필수
529,UI / UX,중,,No,계만들기,성향,기본정보,계 성향 선택 필드 표시,계 성향 선택 필드,필수
530,UI / UX,낮음,,No,계만들기,성향,기본정보,계 성향이 필수 선택 항목임을 표시,계 성향 필수 표시,필수
531,UI / UX,중,,No,계만들기,성향,기본정보,소심/ 적극적 등 계 성향 옵션 표시,성향 옵션 표시,필수
532,기능,중,,No,계만들기,성향,기본정보,계 성향을 1개 이상 선택 가능 (다중 선택 여부 확인 필요),성향 다중 선택,중
533,UI / UX,중,,No,계만들기,목적,기본정보,계 목적 선택 필드 표시,계 목적 선택 필드,필수
534,UI / UX,낮음,,No,계만들기,목적,기본정보,계 목적이 필수 선택 항목임을 표시,계 목적 필수 표시,필수
535,UI / UX,중,,No,계만들기,목적,기본정보,맛집탐방/ 여행 등 계 목적 옵션 표시,목적 옵션 표시,필수
536,기능,중,,No,계만들기,목적,기본정보,계 목적을 1개 이상 선택 가능 (다중 선택 여부 확인 필요),목적 다중 선택,중
537,UI / UX,낮음,,No,계만들기,월계비,회비정보,월 계비 입력 필드 표시,월 계비 입력 필드,필수
538,UI / UX,낮음,,No,계만들기,월계비,회비정보,월 계비가 필수 입력 항목임을 표시,월 계비 필수 표시,필수
539,기능,중,,No,계만들기,월계비,회비정보,월 계비는 숫자만 입력 가능 (천원 단위),월 계비 숫자 입력,필수
540,기능,중,,No,계만들기,월계비,회비정보,월 계비 입력 시 유효성 검사 (예: 최소 1000원 이상),월 계비 유효성 검사,필수
541,UI / UX,낮음,,No,계만들기,월계비,회비정보,월 계비 입력 시 통화 기호 또는 천 단위 구분 표시,월 계비 형식 표시,필수
542,UI / UX,중,,No,계만들기,최대인원,인원정보,최대 인원 입력/선택 필드 표시,최대 인원 입력 필드,필수
543,UI / UX,낮음,,No,계만들기,최대인원,인원정보,최대 인원이 필수 선택 항목임을 표시,최대 인원 필수 표시,필수
544,기능,중,,No,계만들기,최대인원,인원정보,제한없음 옵션 제공,제한없음 옵션,필수
545,기능,중,,No,계만들기,최대인원,인원정보,특정 인원 수 입력 가능 (숫자만 입력 가능),특정 인원 입력,필수
546,데이터,중,,No,계만들기,최대인원,인원정보,최대 인원 최소값 : 제한없음/ 입력 가능,최대 인원의 최소값,필수
547,UI / UX,중,,No,계만들기,성별제한,제한사항,성별 제한 선택 필드 표시,성별 제한 선택 필드,필수
548,UI / UX,낮음,,No,계만들기,성별제한,제한사항,"제한없음/ ""남""/ ""여"" 옵션 표시",성별 옵션 표시,필수
549,데이터,낮음,,No,계만들기,성별제한,제한사항,"기본값을 ""제한없음""으로 설정",성별 제한 기본값,필수
550,UI / UX,중,,No,계만들기,지역제한,제한사항,지역 제한 선택 필드 표시,지역 제한 선택 필드,필수
551,UI / UX,높음,,No,계만들기,지역제한,제한사항,"제한없음/ ""시/도""/ ""시/군/구""/ ""동/읍/면"" 계층 선택 제공",지역 제한 옵션,필수
552,기능,중,,No,계만들기,지역제한,제한사항,시/도 레벨 선택 시 해당 지역 선택 가능,시/도 선택,필수
553,기능,중,,No,계만들기,지역제한,제한사항,시/군/구 레벨 선택 시 해당 지역 선택 가능,시/군/구 선택,필수
554,기능,중,,No,계만들기,지역제한,제한사항,동/읍/면 레벨 선택 시 해당 지역 선택 가능,동/읍/면 선택,필수
555,데이터,낮음,,No,계만들기,지역제한,제한사항,"기본값을 ""제한없음""으로 설정",지역 제한 기본값,필수
556,UI / UX,중,,No,계만들기,나이제한,제한사항,나이 제한 선택 필드 표시,나이 제한 선택 필드,필수
557,UI / UX,낮음,,No,계만들기,나이제한,제한사항,나이 제한이 필수 선택 항목임을 표시,나이 제한 필수 표시,필수
558,UI / UX,중,,No,계만들기,나이제한,제한사항,"제한없음/ ""최소나이""/ ""최대나이"" 옵션 표시",나이 제한 옵션,필수
559,기능,중,,No,계만들기,나이제한,제한사항,최소 나이 입력 필드 제공 (숫자만 입력 가능),최소 나이 입력,필수
560,기능,중,,No,계만들기,나이제한,제한사항,최대 나이 입력 필드 제공 (숫자만 입력 가능),최대 나이 입력,필수
561,기능,중,,No,계만들기,나이제한,제한사항,최소 나이가 최대 나이보다 작은지 검사,최소/최대 나이 범위 검사,필수
562,데이터,낮음,,No,계만들기,나이제한,제한사항,"기본값을 ""제한없음""으로 설정",나이 제한 기본값,필수
563,UI / UX,중,,No,계만들기,국적제한,제한사항,국적 제한 선택 필드 표시,국적 제한 선택 필드,필수
564,UI / UX,중,,No,계만들기,국적제한,제한사항,"제한없음/ ""제한 국가 선택"" 옵션 표시",국적 제한 옵션,필수
565,기능,높음,,No,계만들기,국적제한,제한사항,제한할 국가를 다중 선택 가능,국가 다중 선택,필수
566,UI / UX,높음,,No,계만들기,국적제한,제한사항,국가 목록에서 검색 기능 제공,국가 검색 기능,중
567,데이터,낮음,,No,계만들기,국적제한,제한사항,"기본값을 ""제한없음""으로 설정",국적 제한 기본값,필수
568,UI / UX,낮음,,No,계만들기,버튼,제출,"계 생성 또는 ""완료"" 버튼 표시",생성 버튼 표시,필수
569,기능,중,,No,계만들기,유효성검사,제출,생성 버튼 클릭 시 모든 필수 항목 입력 확인,필수 항목 검사,필수
570,UI / UX,중,,No,계만들기,유효성검사,제출,필수 항목 미입력 시 해당 필드에 오류 표시,입력 오류 알림,필수
571,UI / UX,중,,No,계만들기,유효성검사,제출,입력 오류 시 구체적인 오류 메시지 표시,입력 오류 메시지,필수
572,데이터,높음,,No,계만들기,처리,제출,입력된 모든 계 정보 데이터베이스에 저장,계 생성 데이터 저장,필수
573,UI / UX,낮음,,No,계만들기,처리,제출,계 생성 완료 메시지 표시,계 생성 완료 메시지,필수
574,UI / UX,중,,No,계만들기,레이아웃,반응형,폼 최적 레이아웃 표시,반응형 레이아웃,필수
575,데이터,높음,,No,계만들기,로딩,성능,지역 선택 시 로딩 성능 최적화,지역 데이터 로딩 성능,중
576,데이터,높음,,No,계만들기,로딩,성능,국가 선택 시 로딩 성능 최적화,국가 데이터 로딩 성능,중
577,데이터,높음,,No,계만들기,로딩,성능,계 생성 데이터 저장 처리 시간 최적화,계 생성 처리 시간,중
578,UI / UX,중,,No,계만들기,입력오류,에러처리,배너 사진 파일 형식 오류 시 메시지 표시,파일 형식 오류,필수
579,UI / UX,중,,No,계만들기,입력오류,에러처리,배너 사진 파일 크기 초과 시 메시지 표시,파일 크기 오류,필수
580,UI / UX,중,,No,계만들기,데이터오류,에러처리,계 생성 저장 실패 시 404 페이지,계 생성 실패,필수
581,UI / UX,중,,No,계만들기,네트워크,에러처리,네트워크 오류 발생 시 재시도 옵션 제공,네트워크 오류 처리,필수
582,UI / UX,중,,No,계탐색,결과상태,결과영역,검색 결과를 표시할 결과 영역 표시,검색 결과 영역 표시,필수
583,UI / UX,낮음,,No,계탐색,결과상태,결과영역,"검색 결과 개수 (예: ""총 15개의 계"") 표시",검색 결과 개수 표시,필수
584,UI / UX,낮음,,No,계탐색,결과상태,결과영역,"검색 결과가 없을 경우 ""검색 결과가 없습니다"" 메시지 표시",검색 결과 없음 메시지,필수
585,UI / UX,중,,No,계탐색,카드레이아웃,결과영역,검색 결과를 카드 형식으로 표시,계 카드 레이아웃,필수
586,UI / UX,중,,No,계탐색,카드내용,결과영역,계 카드에 배너 이미지 표시,계 배너 이미지 표시,필수
587,UI / UX,낮음,,No,계탐색,카드내용,결과영역,계 카드에 계 이름 표시,계 이름 표시,필수
588,UI / UX,낮음,,No,계탐색,카드내용,결과영역,계 카드에 계 설명 표시,계 설명 표시,필수
